Kanji,strokes,grade,freq,jlpt_old,jlpt_new,meanings,readings_on,readings_kun,wk_level,wk_meanings,wk_readings_on,wk_readings_kun,wk_radicals
纊,21,,,,,"['Cotton', 'Silk']",['こう'],"['ぬめ', 'わた']",,,,,
纍,21,,,,,"['Bind', 'Wind About', 'Link', 'Join']","['るい', 'らい']",['つづ.る'],,,,,
纑,22,,,,,"['To Soften Hemp By Boiling', 'Thread']","['ろ', 'る']",['ぬのいと'],,,,,
纕,23,,,,,['Belt'],"['しょう', 'そう']",['うでまくり.する'],,,,,
纘,25,,,,,"['Continue', 'Carry On', 'Succeed']","['さん', 'さぶ']",['つ.ぐ'],,,,,
纚,25,,,,,"['Long', 'Dangling', 'Kerchief', 'Rope']","['し', 'り', 'さい', 'しゃ']","['かみづつみ', 'つづ.く']",,,,,
纝,27,,,,,[],['るい'],"['まと.う', 'から.める', 'くろなわ']",,,,,
纞,29,,,,,[],['れん'],['つづ.く'],,,,,
缼,10,,,,,[],"['けつ', 'けん']","['か.ける', 'か.く']",,,,,
缻,10,,,,,"['Pottery', 'Earthenware']",['かん'],['かま'],,,,,
缽,11,,,,,"['Earthenware Basin', 'Alms Bowl']","['はち', 'はつ']",[],,,,,
缾,12,,,,,"['Jar', 'Bottle']",['へい'],['びん'],,,,,
缿,12,,,,,[],"['とう', 'ず', 'こう', 'ぐ']",['ぜにがめ'],,,,,
罃,16,,,,,['Long Necked Jar Or Bottle'],"['おう', 'よう']",[],,,,,
罄,17,,,,,"['Exhaust', 'Run Out', 'Use Up', 'Empty']","['けい', 'きょう']",['むな.しい'],,,,,
罇,18,,,,,"['Goblet', 'Bottle', 'Wine-jar']",['そん'],['かめ'],,,,,
罏,22,,,,,['Earthen Stand For Wine Jug'],"['ろ', 'る']",['さかだ.る'],,,,,
罒,5,,,,,['Net Radical Variant (no. 122)'],"['もう', 'ぼう']","['あみがしら', 'よこめ']",,,,,
罓,4,,,,,['Net Radical Variant (no. 122)'],"['もう', 'ぼう']","['あみがしら', 'よこめ']",,,,,
罛,11,,,,,['Large Fishing Net'],"['こ', 'ろ', 'く']",['うおあみ'],,,,,
罜,10,,,,,[],"['しゅ', 'とく']",['あみ'],,,,,
罝,10,,,,,['Net For Catching Rabbits'],"['しゃ', 'しょ']",['あみ'],,,,,
罡,10,,,,,"['The Name Of A Certain Stars', 'The God Who Is Supposed To Live In Them']",['こう'],[],,,,,
罣,11,,,,,"['Hinder', 'Disturb', 'Obstruct']","['かい', 'け', 'けい']",['か.ける'],,,,,
罤,12,,,,,[],"['てい', 'だい', 'こん']","['いさぎあみ', 'あに']",,,,,
罥,12,,,,,['Impede'],['けん'],['か.ける'],,,,,
罦,12,,,,,['Net'],"['ふ', 'ふう']",['あみ'],,,,,
罭,13,,,,,['Drag-net Made Of Fine Mesh'],"['よく', 'いき', 'きょく']",[],,,,,
罱,14,,,,,['Fishing Net'],"['だん', 'ぐん', 'なん', 'らん']",[],,,,,
罽,17,,,,,['Kind Of Woolen Fabric'],['けい'],['うおあみ'],,,,,
罾,18,,,,,"['Large Square Net, Lowered And Raised From The Bank Of The River']",['そう'],[],,,,,
罿,17,,,,,['Net Catch Birds'],"['しょう', 'しゅ', 'とう', 'ず']",['むそうあみ'],,,,,
羀,19,,,,,['Fishing Trap'],"['りゅう', 'る']","['やな', 'うえ', 'うけ']",,,,,
羋,9,,,,,"['Bleat Of Sheep', 'Surname']","['ば', 'め', 'ま', 'び', 'み']",[],,,,,
羍,9,,,,,[],"['たつ', 'たち']",[],,,,,
羏,9,,,,,[],['よう'],"['よい', 'うるわ.しい']",,,,,
羐,9,,,,,"['To Lead', 'Guide']","['ゆう', 'ゆ']","['みちび.く', 'いざな.う', 'すす.める']",,,,,
羑,9,,,,,['Guide To Goodness'],"['ゆう', 'ゆ']","['みちび.く', 'いざな.う', 'すす.める']",,,,,
羖,10,,,,,['Black Ram'],"['こ', 'く']",['ひつじ'],,,,,
羗,10,,,,,"['Tribes In West China Strong', 'Educated', 'Obstinate', 'Particle']",['きょう'],"['ああ', 'えびす']",,,,,
羜,11,,,,,['Lamb'],"['ちょ', 'しょ']",['こひつじ'],,,,,
羡,12,,,,,"['Envy', 'Admire', 'Praise', 'Covet']","['い', 'せん', 'えん']","['うらや.む', 'あまり']",,,,,
羢,12,,,,,['Fine Woolen Fabrics'],"['じょう', 'にゅ']",[],,,,,
羦,13,,,,,[],['かん'],[],,,,,
羪,13,,,,,[],"['よう', 'りょう']",['やしな.う'],,,,,
羭,15,,,,,['Good'],['ゆ'],[],,,,,
羴,18,,,,,['Rank Odour Of Sheep Or Goats'],['せん'],['なまぐさ.い'],,,,,
羼,21,,,,,"['Confuse', 'Mix', 'Interpolate']","['さん', 'せん']",['まじりあ.う'],,,,,
羿,9,,,,,['Legendary Archer'],['げい'],[],,,,,
翀,10,,,,,['Fly Upward'],"['ちゅう', 'じゅ']",['とびあ.がる'],,,,,
翃,10,,,,,['Fly'],['こう'],[],,,,,
翈,11,,,,,[],['こう'],['はね'],,,,,
翎,11,,,,,"['Feather', 'Plume', 'Wing']","['れい', 'りょう']",['はね'],,,,,
翏,11,,,,,"['The Sound Of The Wind', 'To Soar']","['りゅう', 'る', 'りょう', 'りく']",[],,,,,
翛,13,,,,,"['Look Of Rumpled Feathers', 'Bedraggled', 'Hasty', 'Rapid Flight']","['しょう', 'ゆう', 'ゆ', 'しゅく']",['はや.い'],,,,,
翟,14,,,,,"['Surname', 'Kind Of Pheasant']","['けき', 'じゃく', 'たく', 'たい']",['きじ'],,,,,
翣,14,,,,,"['Feathers Used Decorate Coffin', 'Large Wooden Fan']","['そう', 'しょう']",['ひつぎかざり'],,,,,
翥,15,,,,,"['To Soar', 'To Fly Up']",['しょ'],['あ.がる'],,,,,
翨,15,,,,,[],"['し', 'き']",['あら.い'],,,,,
翬,15,,,,,"['Pheasant', 'Variegated', 'To Fly']",['き'],['と.ぶ'],,,,,
翮,16,,,,,"['Stem Of A Feather', 'Quill']","['かく', 'ぎゃく', 'れき', 'りゃく']",['はねのもと'],,,,,
翯,16,,,,,"['Glistening Plumage', 'Reflection Of The Sun On Water']","['こく', 'かく']",['つやがあ.る'],,,,,
翲,17,,,,,[],['ひょう'],['とぶ'],,,,,
翺,18,,,,,"['Soar', 'Roam']",['こう'],['か.ける'],,,,,
翽,19,,,,,['Whirr'],"['かい', 'け']",['はばたき'],,,,,
翾,19,,,,,"['Fly', 'To Flit']",['けん'],['とぶ'],,,,,
翿,20,,,,,['Streamer Adorned With Feathers'],['とう'],['はたぼこ'],,,,,
耇,9,,,,,['Wrinkled Face Of The Elderly'],"['こう', 'く']",['お.いる'],,,,,
耈,11,,,,,['Old Age'],"['こう', 'く']",['お.いる'],,,,,
耊,10,,,,,[],['てつ'],['としより'],,,,,
耍,9,,,,,"['Frolic', 'Play', 'Amuse', 'Play With']","['さ', 'しゃ']",['すばや.い'],,,,,
耎,9,,,,,"['Weak', 'Pliable', 'Soft', 'Yielding']","['ぜん', 'ねん']",['よわ.い'],,,,,
耏,9,,,,,['Whiskers'],"['じ', 'に', 'だい', 'ない']",['ほおひげ'],,,,,
耑,9,,,,,"['Specialized', 'Concentrated']","['たん', 'せん']",['はし'],,,,,
耓,8,,,,,[],"['てい', 'ちょう']",['すきのは'],,,,,
耔,9,,,,,['To Hoe Up The Earth Around Plants'],['し'],['つちか.う'],,,,,
耖,9,,,,,[],"['そう', 'しょう']",['たがや.す'],,,,,
耝,11,,,,,[],"['しょ', 'ぞ']",['すき'],,,,,
耞,11,,,,,['Flail'],"['か', 'け']",['からざお'],,,,,
耟,11,,,,,[],"['きょ', 'ご']",['すきのは'],,,,,
耠,12,,,,,"['Till', 'Dig']",['こう'],['たがや.す'],,,,,
耤,14,,,,,['Plough'],"['せき', 'じゃく', 'しゃ']",['か.りる'],,,,,
耦,15,,,,,"['Plow Side By Side', 'Team Of Two']","['ごう', 'ぐ', 'ぐう']",[],,,,,
耬,17,,,,,['Drill For Sowing Grain'],"['ろう', 'る']",[],,,,,
耮,18,,,,,[],['ろう'],[],,,,,
耰,21,,,,,['Toothless Rake For Drawing Earth'],"['ゆう', 'う']",['な.らす'],,,,,
耴,7,,,,,[],"['ちょう', 'じょう', 'にょう']",[],,,,,
耵,8,,,,,[],"['てい', 'ちょう']",['みみくそ'],,,,,
耷,9,,,,,['Ears Hanging Down'],"['とう', 'ちょう']",[],,,,,
耹,10,,,,,[],"['きん', 'ごん', 'けん']",['おと'],,,,,
耺,10,,,,,[],"['うん', 'よう']",['みみなり'],,,,,
耼,10,,,,,['Ears Without Rim'],"['たん', 'ばん', 'まん', 'なん']",[],,,,,
耾,10,,,,,['Deafness'],"['こう', 'おう']",['ささや.く'],,,,,
聀,10,,,,,[],"['しょく', 'そく']",[],,,,,
聄,11,,,,,[],['しん'],[],,,,,
聠,12,,,,,[],"['へい', 'ひょう']",['と.じる'],,,,,
聤,15,,,,,[],"['てい', 'じょう']",['みみだれ'],,,,,
聦,15,,,,,"['The Hearing', 'To Listen', 'Astute', 'Clever', 'Quick Of Apprehension']",['そう'],"['さと.い', 'みみざと.い']",,,,,
聭,16,,,,,[],['き'],"['はじ.る', 'はじ.らう', 'はずかし.める', 'とが.める']",,,,,
聱,17,,,,,"['Poor Sentences', 'Bent And Twisted', 'Too Complicate']","['ごう', 'ぎょう']",['きかない'],,,,,
聵,18,,,,,['Deaf'],"['げ', 'かい']",['つんぼ'],,,,,
肁,10,,,,,[],"['ちょう', 'じょう', 'とう']","['はか.る', 'はじ.める']",,,,,
肈,14,,,,,"['To Commence', 'To Found', 'To Devise', 'At First', 'To Originate', 'To Strike']","['ちょう', 'じょう', 'とう']","['はか.る', 'はじ.める']",,,,,
肎,6,,,,,[],['こう'],['がえんじ.る'],,,,,
肜,7,,,,,['To Sacrifice On Two Successive Days'],"['ゆう', 'ゆ', 'ちん']",['まつり'],,,,,
肞,7,,,,,[],['さ'],[],,,,,
肦,8,,,,,"['Large Head', 'Many', 'High', 'To Divide', 'To Distribute']","['ふん', 'はん']","['たか.い', 'わ.ける']",,,,,
肧,8,,,,,"['Embryo', 'Unfinished Things']",['はい'],"['はらみ', 'はら.む']",,,,,
肫,8,,,,,"['Gizzard Of Fowl', 'Honest', 'Sincere']","['しゅん', 'さい', 'すい']",[],,,,,
肸,8,,,,,"['Spread Out', 'Smiling', 'Laughing']","['きつ', 'きち', 'こち', 'けつ', 'けち']",['ひろ.がる'],,,,,
肹,8,,,,,[],"['ひ', 'きつ']",[],,,,,
胈,9,,,,,[],"['はつ', 'ばち', 'はい']",[],,,,,
胍,10,,,,,[],"['こ', 'く', 'か', 'け']",[],,,,,
胏,9,,,,,['Meat'],['し'],[],,,,,
胒,9,,,,,[],"['でい', 'はい']",[],,,,,
胔,12,,,,,"['Rotten Meat', 'Bones Of Dead Animals']","['し', 'せき', 'じゃく']",[],,,,,
胕,9,,,,,[],['ふ'],['はらわた'],,,,,
胗,9,,,,,"['Pustules Of Any Kind', 'Rash Or Eruption', 'Measles', 'Various Kinds Of Fever']","['しん', 'きん']",['くちのひび'],,,,,
胘,9,,,,,[],['けん'],['い'],,,,,
胠,9,,,,,"['Open', 'Throw Away']","['きょ', 'こ', 'きょう', 'こう']",['わきのした'],,,,,
胭,10,,,,,"['Rouge', 'Cosmetics']","['いん', 'えん', 'えつ']","['むせ.ぶ', 'むせ.る', 'のど', 'の.む']",,,,,
胮,10,,,,,['To Swell'],['ほう'],[],,,,,
胰,10,,,,,"['Pancreas', 'Soap']",['い'],['せにく'],,,,,
胲,10,,,,,[],['かい'],['おやゆび'],,,,,
胳,10,,,,,"['Armpit', 'Arms']","['かく', 'ぎゃく']",['わき'],,,,,
胶,10,,,,,"['Glue', 'Gum', 'Resin', 'Rubber', 'Sound', 'Shin Bone']","['こう', 'ぎょう']","['こえ', 'はぎのほね']",,,,,
胹,10,,,,,"['Cooked', 'Well Done']","['じ', 'に']",['に.る'],,,,,
胺,10,,,,,['A Mine'],"['あつ', 'あち']",['にお.う'],,,,,
胾,12,,,,,"['Minced Meat', 'Cut Meat Into Piece']",['し'],['きりみ'],,,,,
脃,10,,,,,['Gland'],"['せい', 'せつ']","['もろ', 'もろ.い', 'よわ.い']",,,,,
脋,10,,,,,[],['きょう'],"['おびや.かす', 'おど.す', 'おど.かす']",,,,,
脖,11,,,,,['Neck'],"['ほつ', 'ぼち']",[],,,,,
脗,11,,,,,"['Coinciding', 'Agreeing']","['もん', 'びん', 'みん', 'ふん']",['あ.う'],,,,,
脘,11,,,,,['Internal Cavity Of Stomach'],"['かん', 'げん']",[],,,,,
脜,11,,,,,[],"['じゅ', 'にゅ']",['やわ.らぐ'],,,,,
脞,11,,,,,"['Minced Meat', 'Trifles']",['さ'],['こまかい'],,,,,
脠,11,,,,,[],"['せん', 'てん']","['ひしお', 'しおづ.け']",,,,,
脤,11,,,,,['Raw Meat For Sacrifice'],['しん'],"['ひもろぎ', 'くちびる']",,,,,
脧,11,,,,,"['Reduce', 'Contract', 'Exploit', 'Reproductive Organ Of Infant']","['さい', 'すい', 'さ', 'せん']",['へる'],,,,,
脬,11,,,,,['Bladder'],"['ほう', 'ひょう']",['ぼうこう'],,,,,
脰,11,,,,,['The Neck'],"['とう', 'ず']",['うなじ'],,,,,
脵,11,,,,,"['Thighs', 'Haunches', 'Rump', 'Share']",['こ'],"['また', 'もも']",,,,,
脺,12,,,,,[],"['せい', 'せつ']","['もろ.い', 'よわ.い']",,,,,
脼,12,,,,,[],['りょう'],['ほじし'],,,,,
腅,12,,,,,[],['たん'],"['にく', 'さかな']",,,,,
腇,12,,,,,[],"['だい', 'ない', 'わ', 'わい']",['う.える'],,,,,
腊,12,,,,,"['Year End Sacrifice', 'Dried Meat']","['せき', 'しゃく', 'ろう']",['ほじし'],,,,,
腌,12,,,,,"['Salt', 'Pickle', 'Be Dirty']","['よう', 'おう', 'えん']",['しおづ.け'],,,,,
腒,12,,,,,['Game'],"['きょ', 'こ']",['ほじし'],,,,,
腗,12,,,,,[],['ひ'],[],,,,,
腠,13,,,,,['Between The Skin And The Flesh'],"['そう', 'す']",['きめ'],,,,,
腡,13,,,,,['Lines'],"['ら', 'か', 'け', 'かい']",[],,,,,
腧,13,,,,,[],"['しゅ', 'ゆ']",[],,,,,
腨,13,,,,,[],['せん'],['こむら'],,,,,
腩,13,,,,,[],"['なん', 'たん', 'どん']",[],,,,,
腭,13,,,,,"['Palate', 'Roof Of Mouth']",['がく'],"['あご', 'はぐき']",,,,,
腯,13,,,,,['Strong'],"['とつ', 'とち', 'とん']",['こ.える'],,,,,
腷,13,,,,,[],"['ひょく', 'びき']",['こもる'],,,,,
膁,14,,,,,[],"['けん', 'かん']","['うまい', 'あん']",,,,,
膐,16,,,,,[],"['りょ', 'ろ']","['せぼね', 'ちから']",,,,,
膄,14,,,,,['Become Emaciated'],"['しゅう', 'にゅ']","['やせ.る', 'か.ける']",,,,,
膅,14,,,,,[],['とう'],[],,,,,
膆,14,,,,,"['The Corpse Of A Bird Or Fowl', 'Fat']",['そ'],['こ.える'],,,,,
膋,14,,,,,['Fat'],['りょう'],['あぶ.る'],,,,,
膎,14,,,,,[],"['かい', 'げ']","['ほじし', 'にく', 'さかな', 'はだへ']",,,,,
膖,15,,,,,[],"['ほう', 'ちょう', 'ちゅ']",['は.れる'],,,,,
膘,15,,,,,"['Fat', 'Rump']","['ひょう', 'しょう']",['あばら'],,,,,
膛,15,,,,,"['Chest', 'Hollow Space', 'Cavity']",['とう'],[],,,,,
膞,15,,,,,[],"['せん', 'しゅん']",['きりみ'],,,,,
膢,15,,,,,[],"['ろう', 'る', 'りゅう', 'りょ', 'ろ']",[],,,,,
膮,16,,,,,[],"['きょう', 'きゅう', 'く']",['あつもの'],,,,,
膲,16,,,,,['The Three Divisions Of The Viscera (med.)'],['しょう'],['みのわた'],,,,,
膴,16,,,,,['Fine'],"['こ', 'く', 'ぶ', 'む']",['ほじし'],,,,,
膻,17,,,,,[],['たん'],['きも'],,,,,
臋,19,,,,,[],"['でん', 'とん']",['しり'],,,,,
臃,17,,,,,"['Swell Up', 'Swelling', 'Fat']",['よう'],['はれもの'],,,,,
臅,17,,,,,[],"['しょく', 'そく']",[],,,,,
臊,17,,,,,"['Rank', 'Rancid', 'Frowzy', 'Fetid', 'Bashful']",['そう'],['あぶら'],,,,,
臎,18,,,,,[],['すい'],[],,,,,
臏,18,,,,,['The Kneecap'],['ひん'],[],,,,,
臕,19,,,,,"['Fat', 'Gross', 'Sleek']",['ひょう'],[],,,,,
臗,19,,,,,[],"['こん', 'かん']",['からだ'],,,,,
臛,20,,,,,['Broth'],"['こく', 'かく']",['あつもの'],,,,,
臝,21,,,,,"['Be Bare', 'Nude']",['ら'],['はだか'],,,,,
臞,22,,,,,[],['く'],['やせ.る'],,,,,
臡,25,,,,,[],"['でい', 'ない', 'ぜい']",['ひしお'],,,,,
臤,9,,,,,"['Hard', 'Wise']","['かん', 'けん', 'こう', 'きょう']",['かた.い'],,,,,
臫,7,,,,,[],['きょう'],['つつし.む'],,,,,
臬,10,,,,,"['Law', 'Rule', 'Door Post']",['げつ'],[],,,,,
臰,12,,,,,[],['しゅう'],"['くさ.い', 'にお.う']",,,,,
臱,15,,,,,[],"['べん', 'めん']",[],,,,,
臲,16,,,,,"['Jumpy', 'Jittery', 'Worried']","['げつ', 'げち']",['あや.うい'],,,,,
臵,12,,,,,[],['かく'],['いた.る'],,,,,
臶,12,,,,,[],"['せん', 'そん']",['ふたた.び'],,,,,
臸,12,,,,,[],"['じつ', 'にち', 'ちょく', 'ちき', 'しん', 'し']",['いた.る'],,,,,
臹,13,,,,,[],"['しゅう', 'しゅ']",['なら.う'],,,,,
臽,8,,,,,"['Pit', 'Hole']","['かん', 'げん', 'こん']",['おとしあな'],,,,,
臿,9,,,,,['To Separate The Grain From The Husk'],"['そう', 'しょう']",['うすじく'],,,,,
舀,10,,,,,"['Dip', 'Ladle']",['よう'],['く.む'],,,,,
舃,12,,,,,"['Shoe', 'Sole Of A Shoe', 'Magpie']","['しゃく', 'さく', 'せき', 'たく']",['かささぎ'],,,,,
舏,8,,,,,[],"['きゅう', 'く']",['なめとる'],,,,,
舓,14,,,,,"['To Lick', 'To Lap Up', 'To Burn Up', 'To Taste', 'To Undergo', 'To Underrate', 'To Despise']",['し'],"['ねぶ.る', 'な.める']",,,,,
舔,14,,,,,"['Lick With Tongue', 'Taste']",['てん'],['な.める'],,,,,
舙,18,,,,,[],"['かん', 'くう', 'げ']",['たばか.る'],,,,,
舚,19,,,,,['To Put Out The Tongue'],['てん'],[],,,,,
舝,13,,,,,['Linch-pin'],"['かつ', 'げち']",['くさび'],,,,,
舡,9,,,,,"['Boat', 'Ship']","['こう', 'せん']",['ふね'],,,,,
舢,9,,,,,['Sampan'],['さん'],[],,,,,
舨,10,,,,,['Sampan'],['はん'],[],,,,,
舲,11,,,,,"['Small Boat With Windows', 'Houseboat']","['れい', 'りょう']",['こぶね'],,,,,
舴,11,,,,,[],"['たく', 'ちゃく', 'さく', 'しゃく']",[],,,,,
舺,11,,,,,"['Place Name In Taiwan', 'Taipei']","['こう', 'ぎょう']",['ふね'],,,,,
艃,13,,,,,[],['り'],[],,,,,
艄,13,,,,,['Stern Of A Vessel'],"['そう', 'しょう']",['とも'],,,,,
艅,13,,,,,['Despatch Boat'],['よ'],[],,,,,
艆,13,,,,,[],['ろう'],"['ふね', 'ふなばた']",,,,,
艋,14,,,,,['Small Boat'],"['ぼう', 'もう', 'みょう']",['ふね'],,,,,
艎,15,,,,,['Fast Boat'],"['こう', 'おう']",['ふね'],,,,,
艏,15,,,,,[],"['しゅう', 'おう']",['ふね'],,,,,
艑,15,,,,,['Small Boat'],['へん'],[],,,,,
艖,16,,,,,"['Raft', 'Boat']","['さ', 'しゃ', 'さい', 'せ']","['こぶね', 'ふね']",,,,,
艜,16,,,,,['Long Narrow Vessel With Two Masts'],['たい'],[],,,,,
艠,18,,,,,[],['とう'],['よふね'],,,,,
艣,19,,,,,"['Stern Oar', 'Scull']",['ろ'],"['やぐら', 'かい']",,,,,
艧,20,,,,,[],['わく'],['ふね'],,,,,
艭,24,,,,,['Ship'],['そう'],[],,,,,
艴,11,,,,,['The Countenance Changing'],"['ほつ', 'ふつ', 'ふち', 'はい']",['おこ.る'],,,,,
艻,5,,,,,[],"['ろく', 'きょく']","['ゆびのまた', 'なつめ']",,,,,
艽,5,,,,,[],"['きゅう', 'ぐ', 'き']",['あれの'],,,,,
艿,5,,,,,[],"['じょう', 'にょう', 'じ', 'に']",[],,,,,
芀,5,,,,,[],"['ちょう', 'しょう']",[],,,,,
芁,5,,,,,[],['こう'],[],,,,,
芃,6,,,,,['Luxuriant Growth'],"['ほう', 'ぶ', 'ふう']",['さかん'],,,,,
芄,6,,,,,[],['かん'],['ががいも'],,,,,
芇,6,,,,,[],"['べん', 'めん', 'ばん', 'まん']","['あ.たる', 'じご']",,,,,
芉,6,,,,,[],"['かい', 'かん']",['はとむぎ'],,,,,
芊,6,,,,,['Exuberant And Vigorous Foliage'],['せん'],['しげ.る'],,,,,
芎,6,,,,,['Kind Of Herb'],"['きゅう', 'く']",[],,,,,
芑,6,,,,,['White Millet'],['き'],['ちさ'],,,,,
芔,9,,,,,['General Term For Plants'],"['き', 'け']",['くさ'],,,,,
芖,6,,,,,[],['ち'],"['おさ.める', 'おさ.まる']",,,,,
芘,7,,,,,[],['ひ'],[],,,,,
芚,7,,,,,"['Green Sprout', 'Foolish']","['とん', 'ちゅん']",[],,,,,
芛,7,,,,,[],"['い', 'しゅん', 'しゅつ', 'じゅち']",[],,,,,
芠,7,,,,,[],"['ぶん', 'もん']",['ゆきのした'],,,,,
芡,7,,,,,['Plant Allied To The Water-lily'],['けん'],[],,,,,
芣,7,,,,,['Medicinal Plantago'],"['ふう', 'ふ']",['さかん'],,,,,
芤,7,,,,,[],"['こう', 'く']",['ねぎ'],,,,,
芧,7,,,,,['Chestnut Oak'],"['ちょ', 'しょ', 'よ']",['みくり'],,,,,
芨,7,,,,,"['Name Of A Plant', 'The Roots Are Used For Various Purposes']","['きゅう', 'こう']",['そくず'],,,,,
芩,7,,,,,['Salt Marsh Plant'],"['きん', 'ごん', 'けん']",['じしばり'],,,,,
芪,7,,,,,['Celery'],"['き', 'し', 'ち']",['はなすげ'],,,,,
芮,7,,,,,"['Tiny', 'Small', ""Water's Edge""]","['ぜい', 'ねい', 'ぜつ', 'ねち']",[],,,,,
芰,7,,,,,['Water Caltrop'],['き'],['ひし'],,,,,
芲,7,,,,,[],"['か', 'け']",['はな'],,,,,
芴,7,,,,,[],"['ぶつ', 'もち', 'こつ', 'こち']",[],,,,,
芷,7,,,,,"['Angelica', 'Type Of Iris']",['し'],['くさ'],,,,,
芺,7,,,,,[],"['おう', 'よう']",['あざみ'],,,,,
芼,7,,,,,"['To Choose', 'To Select', 'Greens']","['ぼう', 'もう']",['はびこ.る'],,,,,
芾,7,,,,,"['Flower', 'Small', 'Little', 'Lush']","['ひ', 'はい', 'ふつ', 'ふち']",[],,,,,
芿,7,,,,,"['Grass Which Has Been Cut And Re-grown', 'Wild Grass']","['じょう', 'にょう']",[],,,,,
苆,7,,,,,[],[],"['すさ', 'つた']",,,,,
苐,8,,,,,"['Sequence', 'Number', 'Grade', 'Degree']","['てい', 'だい', 'い']",['つばな'],,,,,
苕,8,,,,,['Rush Plant'],"['ちょう', 'しょう']",['えんどう'],,,,,
苚,8,,,,,[],"['よう', 'ゆ']",[],,,,,
苠,8,,,,,[],"['びん', 'みん']",['おお.い'],,,,,
苢,8,,,,,"['Barley', 'Coix Agretis']","['い', 'し', 'わ']",['くさ'],,,,,
苤,8,,,,,[],['ひ'],[],,,,,
苨,8,,,,,[],"['でい', 'ない']",['つりがねそう'],,,,,
苪,8,,,,,"['Bright', 'Shining', 'Splendid']","['へい', 'ひょう']",['あき.らか'],,,,,
苭,8,,,,,[],['よう'],[],,,,,
苯,8,,,,,"['Benzene', 'Luxuriant']",['ほん'],[],,,,,
苶,8,,,,,"['Weary', 'Tired']","['でつ', 'ねち', 'じょう', 'にょう']",['つか.れる'],,,,,
苷,8,,,,,['Licorice'],"['かん', 'こん']",[],,,,,
苽,9,,,,,"['Bullrush', 'Zizania Latifolia']",['こ'],"['こも', 'まこも']",,,,,
苾,8,,,,,"['Smell', 'Fragrance', 'Aroma']","['ひつ', 'びち', 'へつ']",['かお.る'],,,,,
茀,8,,,,,"['Overgrown With Grass', 'Weedy']","['ふつ', 'ぶち', 'ほつ', 'ぼち', 'ひ']",['ふさ.ぐ'],,,,,
茁,8,,,,,"['Sprout', 'Flourish', 'Vigorous']","['さつ', 'せち', 'きつ', 'きち']",['めば.え'],,,,,
茇,8,,,,,"['Grass', 'Thatch']","['はつ', 'ばち', 'はい', 'ふつ', 'ふち']",['ね'],,,,,
茈,8,,,,,['Plant Yielding A Red Dye'],"['し', 'さい', 'じゅ']",['むらさき'],,,,,
茊,8,,,,,[],['し'],"['ここ', 'し.げる']",,,,,
茋,8,,,,,[],['し'],['つりがねそう'],,,,,
荔,9,,,,,['Lychee'],"['れい', 'り', 'れん']",['おおにら'],,,,,
茛,9,,,,,[],"['こん', 'けん']",['とりかぶと'],,,,,
茝,9,,,,,[],"['さい', 'せい', 'し']",['よろいぐさ'],,,,,
茞,9,,,,,"['Fragrant Plant', 'Angelica']",['しん'],[],,,,,
茟,9,,,,,[],"['いつ', 'いち', 'わい', 'え', 'ひつ']","['あかざ', 'つぼみ']",,,,,
茡,9,,,,,[],"['し', 'う']",[],,,,,
茢,9,,,,,"['Sedges', 'Rushes']","['れつ', 'れち', 'れい']",['あしのほ'],,,,,
茬,9,,,,,['Harvest'],['し'],['しげ.る'],,,,,
茭,9,,,,,"['An Aquatic Grass', 'The Stalks Of Which Are Eaten As A Vegetable']","['けき', 'きゃく', 'こう', 'きょう']",['まぐさ'],,,,,
茮,9,,,,,[],"['しょう', 'のう']",['なるはじかみ'],,,,,
茰,9,,,,,[],['ゆ'],[],,,,,
茳,9,,,,,[],['こう'],[],,,,,
茷,9,,,,,"['Flutter', 'Flower']","['はい', 'ひつ', 'ほち']",['しげ.る'],,,,,
茺,9,,,,,[],"['しゅう', 'しゅ']",[],,,,,
茼,9,,,,,[],"['とう', 'ず']",['しゅんぎく'],,,,,
茽,9,,,,,[],"['ちゅう', 'じゆ']",['むら.がる'],,,,,
荂,9,,,,,[],"['か', 'け', 'ふ', 'く']",['はな'],,,,,
荃,9,,,,,"['Aromatic Herb', 'Fine Cloth']","['せん', 'そん', 'せつ', 'せち', 'さつ']",['からしあえ'],,,,,
荄,9,,,,,['Roots'],['かい'],['ね'],,,,,
荇,9,,,,,"['Water Plant', 'Nymphoides Peltalum']","['こう', 'ぎょう']",['はなじゅんさい'],,,,,
荍,9,,,,,"['Buckwheat', 'Herbal Medicine']","['きょう', 'しゅう', 'しゅ']",['ぜにあおい'],,,,,
荎,9,,,,,[],"['ち', 'じ', 'ちつ', 'じち', 'てつ', 'でち']",[],,,,,
荑,9,,,,,"['Sprouts', 'Tares']","['てい', 'だい', 'い']",['つばな'],,,,,
