Kanji,strokes,grade,freq,jlpt_old,jlpt_new,meanings,readings_on,readings_kun,wk_level,wk_meanings,wk_readings_on,wk_readings_kun,wk_radicals
穝,17,,,,,[],['さい'],[],,,,,
穟,17,,,,,"['Ear Of Grain', 'Ripe Grain']",['すい'],['ほ'],,,,,
穠,18,,,,,"['Thick', 'Lush', 'In Clusters']","['じょう', 'にゅ']",['しげ.る'],,,,,
穥,18,,,,,[],['よ'],['う.える'],,,,,
穧,18,,,,,['Sheaf'],"['せい', 'ざい', 'し']",['かりいね'],,,,,
穪,18,,,,,['To Praise'],['しょう'],"['たた.える', 'とな.える', 'あ.げる', 'かな.う', 'はか.る', 'ほめ.る']",,,,,
穭,20,,,,,['Wild Grain'],"['りょ', 'ろ']",[],,,,,
穵,6,,,,,"['Deep Hollow', 'Gouge', 'Dig Out']","['あつ', 'えち']",['あな'],,,,,
穸,8,,,,,"['The Gloom Of The Grave', 'Tomb Or Grave', 'Death']","['せき', 'じょく', 'きゅう']",['よ.る'],,,,,
穾,9,,,,,[],['よう'],['ふか.い'],,,,,
窀,9,,,,,['To Bury'],"['ちゅん', 'とん', 'たん']",['あつ.い'],,,,,
窂,9,,,,,[],['ろう'],"['み.ちる', 'おり']",,,,,
窅,10,,,,,"['Far', 'Deep', 'Sunken Eyes', 'Sad']","['よう', 'おう', 'べん', 'めん']",[],,,,,
窆,10,,,,,['To Put A Coffin In A Grave'],"['びん', 'ほう', 'へん']",['ほうむ.る'],,,,,
窊,11,,,,,"['Pit', 'Vault', 'Store In Pit']","['わ', 'え', 'ゆ']",['くぼ.む'],,,,,
窋,10,,,,,[],"['ちゅつ', 'たつ', 'たち']",[],,,,,
窐,10,,,,,[],"['けい', 'け', 'わ', 'え', 'こう']",['うつろ'],,,,,
窑,11,,,,,"['Kiln', 'Coal Mine Pit']",['よう'],['かま'],,,,,
窔,11,,,,,['Corner'],['よう'],['ふか.い'],,,,,
窞,12,,,,,['Pit'],"['たん', 'どん', 'らん']",['あな'],,,,,
窠,13,,,,,"['Nest', 'Hole', 'Indentation', 'Den']",['か'],['す'],,,,,
窣,13,,,,,"['To Rush Out Of A Den', 'Rustling', 'Whispering']","['そつ', 'そち']",[],,,,,
窬,14,,,,,"['Small Door Or Window', 'Hole In The Wall', 'To Cut Through A Wall', 'Dig Or Bore Hole']","['ゆ', 'とう', 'ず']",['くぐりど'],,,,,
窳,17,,,,,"['Dirty', 'Useless', 'Weak', 'Powerless', 'Cracked', 'Flaw']","['わ', 'え', 'ゆ']",['くぼ.む'],,,,,
窵,15,,,,,"['Deep', 'Distant']","['ちょう', 'とう']",['おくふか.い'],,,,,
窹,16,,,,,[],['ご'],['かまど'],,,,,
窻,16,,,,,[],"['そう', 'す']","['まど', 'てんまど', 'けむだし']",,,,,
窼,16,,,,,[],"['そう', 'しょう']",['ねぐら'],,,,,
竆,19,,,,,"['Exhausted', 'Impoverished', 'Poor']","['きゅう', 'きょう']","['きわ.める', 'きわ.まる', 'きわ.み']",,,,,
竉,21,,,,,"['Hole', 'Cleft', 'Empty']","['ろう', 'る']",['あな'],,,,,
竌,7,,,,,[],['しょ'],['ただ.しい'],,,,,
竎,8,,,,,[],"['ふう', 'ふ']",['のぼ.る'],,,,,
竑,9,,,,,"['Be Vast And Endless', 'Broad']","['こう', 'おう']",['ひろ.い'],,,,,
竛,10,,,,,[],"['れい', 'りょう']",['いく'],,,,,
竨,13,,,,,[],['ちょう'],['たかくけ.わしい'],,,,,
竩,13,,,,,[],['ぎ'],"['よしみ', 'よい']",,,,,
竫,13,,,,,[],"['せい', 'じょう']",['やす.らか'],,,,,
竬,14,,,,,[],['く'],['た.つ'],,,,,
竱,16,,,,,[],"['せん', 'てん', 'たん']","['ひと.しい', 'ひとしく.する']",,,,,
竴,17,,,,,[],['しゅん'],['よろこ.ぶ'],,,,,
竻,8,,,,,[],"['ろく', 'きん', 'こん']",['すじ'],,,,,
竽,9,,,,,['Ancient Woodwind Instrument'],['う'],['ふえ'],,,,,
竾,9,,,,,['Flute'],"['ち', 'し']",['ふえ'],,,,,
笇,10,,,,,[],['さん'],['かぞ.える'],,,,,
笔,10,,,,,"['Writing Brush', 'Write', 'Stroke']",['ひつ'],['ふで'],,,,,
笟,12,,,,,[],['こ'],['たが'],,,,,
笣,11,,,,,[],"['ほう', 'ひょう', 'こう', 'きょう']",[],,,,,
笧,11,,,,,"['Twine Around', 'Check A Current (with A Weir)']",['さく'],['しがら.む'],,,,,
笩,11,,,,,[],['はい'],['とびあ.がる'],,,,,
笪,11,,,,,['Coarse Mat Of Rushes Or Bamboo'],"['たん', 'たつ', 'たち']",['う.つ'],,,,,
笫,11,,,,,[],"['し', 'しつ', 'しち']",['ゆか'],,,,,
笭,11,,,,,['Bamboo Screen'],"['れい', 'りょう']",['ちりよけ'],,,,,
笮,11,,,,,['Boards Which Support Tiles On Roof'],"['さく', 'しゃく']",['せま.い'],,,,,
笯,11,,,,,['Bird-cage'],"['ど', 'ぬ', 'だ', 'な']",['とりかご'],,,,,
笰,11,,,,,['Curtain'],"['ふつ', 'ふち', 'ひ']",['おお.い'],,,,,
笱,11,,,,,"['Basket Trap For Fish, Placed In The Opening Of A Weir']","['こう', 'く']",[],,,,,
笴,11,,,,,['Arrow Shaft'],"['か', 'こう', 'かん']",['やがら'],,,,,
笽,11,,,,,[],['みん'],"['そうけ', 'ざる']",,,,,
笿,12,,,,,[],['らく'],"['わんかご', 'たば.ねる', 'つか.ねる']",,,,,
筀,12,,,,,[],"['けい', 'け']",['たけ'],,,,,
筁,12,,,,,['Bamboo Frame On Which Silkworms Spin Their Cocoons'],"['きょく', 'こく']",['かいこの.す'],,,,,
筇,12,,,,,"['Bamboo Name', 'Bamboo Staff']","['きょう', 'く']",['たけ'],,,,,
筎,12,,,,,[],"['じょ', 'にょ']",['まきはだ'],,,,,
筕,12,,,,,[],"['こう', 'ぎょう', 'ぐう']",['たけむしろ'],,,,,
筠,13,,,,,"['Bamboo Skin', 'Bamboo']","['いん', 'うん']",['たけ'],,,,,
筤,13,,,,,['Young Bamboo'],"['ろう', 'りょう']",['かご'],,,,,
筦,13,,,,,"['Key', 'To Be In Charge', 'Pipe']",['かん'],"['ふえ', 'くだ']",,,,,
筩,13,,,,,"['Bamboo Tube Or Pipe', 'Fish Hook']","['とう', 'ず', 'よう', 'ゆ']",[],,,,,
筪,13,,,,,[],"['こう', 'ぎょう']",['たけ'],,,,,
筭,13,,,,,"['An Ancient Device For Working With Numbers', 'Count', 'Calculate', 'Figure']",['さん'],"['そろばん', 'かぞ.える']",,,,,
筯,13,,,,,"['Chop-sticks', 'Tongs']","['ちょ', 'じょ']",['はし'],,,,,
筲,13,,,,,"['Basket', 'Bucket']","['そう', 'しょう', 'さく']",['かご'],,,,,
筳,13,,,,,['Feast'],"['てい', 'ちょう', 'じょう']",['いとくだ'],,,,,
筷,13,,,,,['Chopsticks'],['かい'],['はし'],,,,,
箄,14,,,,,[],"['はい', 'ひ', 'へき', 'へい', 'びゃく']",['かご'],,,,,
箉,14,,,,,[],"['かい', 'げ']",[],,,,,
箎,14,,,,,['Ancient Woodwind Instrument'],"['こ', 'く', 'ち', 'じ']",[],,,,,
箐,14,,,,,['To Draw A Bamboo Bow Or Cross-bow'],"['せい', 'しょう', 'せん']",[],,,,,
箑,14,,,,,['Fan'],"['そう', 'しょう']",['おうぎ'],,,,,
箖,14,,,,,[],['りん'],['たけ'],,,,,
箛,15,,,,,['Bugle'],"['こ', 'く']",['ふえ'],,,,,
箞,14,,,,,[],['けん'],['たわ.める'],,,,,
箠,15,,,,,"['Horse Whip', 'Flog']",['すい'],['たけ'],,,,,
箥,15,,,,,[],['は'],[],,,,,
箬,15,,,,,['The Cuticle Of The Bamboo A Broad-leaved Bamboo'],"['じゃく', 'じょく', 'にゃく', 'ひゃく']",['たけのかわ'],,,,,
箯,15,,,,,['Bamboo Palanquin'],['へん'],['たけごし'],,,,,
箰,15,,,,,[],"['しゅん', 'いん']","['たけのこ', 'たかんな']",,,,,
箲,15,,,,,[],['せん'],['ささら'],,,,,
箵,15,,,,,[],"['せい', 'しょう']",[],,,,,
箶,15,,,,,[],['こ'],['たけ'],,,,,
箺,15,,,,,[],['しゅん'],['たけ'],,,,,
箻,15,,,,,[],['りつ'],[],,,,,
箼,15,,,,,[],['おく'],['しげ.る'],,,,,
箽,15,,,,,[],"['とう', 'つ']",['たけ'],,,,,
篂,15,,,,,[],"['せい', 'しょう']",[],,,,,
篅,15,,,,,[],"['すい', 'せん', 'てん', 'たん']",['ざる'],,,,,
篈,15,,,,,[],"['ほう', 'ふ']",[],,,,,
篊,15,,,,,[],"['こう', 'ぐ']",['とい'],,,,,
篔,16,,,,,['Tall Bamboo'],"['うん', 'えん']",['たけ'],,,,,
篖,16,,,,,[],['とう'],[],,,,,
篗,16,,,,,[],['わく'],['いとわく'],,,,,
篙,16,,,,,['Pole Used Punt Boat'],['こう'],['さお'],,,,,
篚,16,,,,,['Round Or Oval Covered-baskets With Short Legs'],['ひ'],['はこ'],,,,,
篛,16,,,,,['Cuticle Of Bamboo Plant'],"['じゃく', 'じょく', 'にゃく', 'ひゃく']",['たけのかわ'],,,,,
篨,16,,,,,"['Coarse Bamboo Mat', 'Ugly']","['ちょ', 'じょ']",['たけむしろ'],,,,,
篪,16,,,,,['Bamboo Flute With Seven Holes'],"['ち', 'し']",['ふえ'],,,,,
篲,17,,,,,['Broomstick'],"['すい', 'え', 'けい', 'せい']",['ほうき'],,,,,
篴,17,,,,,"['Bamboo Flute', 'Whistle']","['てき', 'ちゃく', 'ちく', 'じく']",['ふえ'],,,,,
篵,17,,,,,[],"['そう', 'す']",[],,,,,
篸,17,,,,,[],"['しん', 'さん']",['そろわない'],,,,,
篹,17,,,,,"['To Rob', 'To Collect', 'To Edit', 'Bamboo Basket']","['さん', 'ぜん']",['かたみ'],,,,,
篺,17,,,,,[],"['はい', 'ひ', 'へん', 'べ']",['いかだ'],,,,,
篼,17,,,,,['Sedan'],"['とう', 'つ']",['かいばおけ'],,,,,
篾,17,,,,,['Bamboo Splints Or Slats'],"['べつ', 'めち']",[],,,,,
簁,17,,,,,"['Sieve', 'To Sift', 'To Strain']","['し', 'さい']",['ふる.う'],,,,,
簂,17,,,,,[],"['け', 'かく']",['かたみのもの'],,,,,
簃,17,,,,,['Side Room'],"['い', 'ち', 'じ']",['わきべや'],,,,,
簄,17,,,,,[],"['こう', 'こ']",[],,,,,
簆,17,,,,,['Reed'],"['こう', 'く']",['おさ'],,,,,
簉,17,,,,,"['Deputy', 'Subordinate', 'Concubine']","['しゅう', 'しゅ']",['そ.える'],,,,,
簋,17,,,,,"['Square Basket Of Bamboo For Holding Grain Used At Sacrifices', 'Feast']",['き'],[],,,,,
簌,17,,,,,['(of Flower Petals) Falling'],['そく'],['ふる.い'],,,,,
簎,17,,,,,[],"['さく', 'しゃく', 'せき']",['やす'],,,,,
簏,17,,,,,"['Box', 'Basket']",['ろく'],['はこ'],,,,,
簙,17,,,,,[],['はく'],['すごろく'],,,,,
簛,18,,,,,"['Sieve', 'To Sift', 'To Strain']",['し'],['ふる.い'],,,,,
簠,18,,,,,['An Ancient Vessel'],['ふ'],[],,,,,
簥,18,,,,,[],['きょう'],[],,,,,
簦,18,,,,,"['Large Umbrella With A Long Handle', 'Used For Street Stalls']",['とう'],['かさ'],,,,,
簨,18,,,,,['Beam For Hanging Bells Or Drums'],"['しゅん', 'さん', 'ぜん']",['よこぎ'],,,,,
簬,18,,,,,[],"['ろ', 'る']",['たけ'],,,,,
簱,18,,,,,[],['き'],['はた'],,,,,
簳,19,,,,,['Shaft Of An Arrow'],['かん'],"['しの', 'やがら']",,,,,
簴,19,,,,,[],"['きょ', 'ご']",[],,,,,
簶,19,,,,,[],['ろく'],[],,,,,
簹,19,,,,,['Tall Bamboo'],['とう'],['たけ'],,,,,
簺,19,,,,,[],['さい'],"['そご', 'ふだ']",,,,,
籆,20,,,,,[],['わく'],['いとわく'],,,,,
籊,20,,,,,['Long'],"['てき', 'ちゃく']",[],,,,,
籕,20,,,,,[],['りゅう'],[],,,,,
籑,21,,,,,"['To Feed', 'To Provide For Delicacies', 'Dainties']",['せん'],[],,,,,
籒,21,,,,,[],"['ちゅう', 'しゅう', 'じゅ']",['よ.む'],,,,,
籓,21,,,,,[],"['はん', 'ほん']",[],,,,,
籙,22,,,,,['Book'],"['りょく', 'ろく']",['ほんばこ'],,,,,
籚,22,,,,,"['Bamboo', 'The Handle Of The Spear']","['ろ', 'る']","['え', 'かご']",,,,,
籛,22,,,,,['Surname'],"['せん', 'さん']",['たけ'],,,,,
籜,22,,,,,"['Bamboo Sheath', 'Bamboo Shoots']",['たく'],['たけのかわ'],,,,,
籝,22,,,,,['Tube To Hold Chopsticks'],"['えい', 'よう']","['かご', 'はしづつ']",,,,,
籞,22,,,,,[],"['ぎょ', 'ご']",['とめば'],,,,,
籡,22,,,,,[],[],['しんし'],,,,,
籣,23,,,,,['Bow Case'],['らん'],['えびら'],,,,,
籧,23,,,,,['Crude Bamboo Mat'],"['きょ', 'ご']",[],,,,,
籩,25,,,,,['Bamboo Container For Food'],['へん'],['たかつき'],,,,,
籭,25,,,,,[],"['し', 'さい']",['ふる.う'],,,,,
籮,25,,,,,['Bamboo Basket'],['ら'],['み'],,,,,
籰,26,,,,,[],"['わく', 'よく', 'いき']",['いとわく'],,,,,
籲,32,,,,,"['Appeal', 'Request', 'Implore']","['ゆ', 'やく']",['よ.ぶ'],,,,,
籹,9,,,,,['Cake'],"['じょ', 'にょ']",[],,,,,
籼,9,,,,,['Non-glutinous Long Grain Rice'],['せん'],['うるち'],,,,,
籽,9,,,,,"['Seed', 'Pip', 'Pit', 'Stone']",['し'],[],,,,,
粆,10,,,,,[],"['さ', 'しゃ', 'しょう']",[],,,,,
粇,10,,,,,[],['こう'],"['ぬか', 'むな.しい']",,,,,
粏,10,,,,,[],['た'],['ぬかみそ'],,,,,
粔,10,,,,,['Cakes Made From Rice Flour Twisted Into Rings'],['きょ'],['ご'],,,,,
粞,12,,,,,[],"['せい', 'さい']",['こごめ'],,,,,
粠,12,,,,,[],['こう'],['すくも'],,,,,
粦,13,,,,,['Phosphorus'],['りん'],[],,,,,
粰,13,,,,,[],"['ふう', 'ふ']","['おこし', 'かゆ', 'もみがら', 'か.す']",,,,,
粶,14,,,,,[],['ろく'],['はぜこめ'],,,,,
粷,14,,,,,[],"['きく', 'こく']",['こな'],,,,,
粺,14,,,,,['Polished Rice Or Millet'],"['はい', 'は', 'べ']",['しらげよね'],,,,,
粻,14,,,,,['Provisions'],"['ちょう', 'とう', 'じょう']",['かて'],,,,,
粼,14,,,,,[],['りん'],['せせらぎ'],,,,,
粿,14,,,,,['Rice Cake'],"['か', 'げ']",['しらげよね'],,,,,
糄,15,,,,,[],['へん'],"['こめ', 'やきごめ']",,,,,
糇,15,,,,,"['Dried Rice', 'Dry Provisions']","['こう', 'ぐ']",['ほしいい'],,,,,
糈,15,,,,,"['Sacrificial Rice', 'Rations', 'Pay']",['しょ'],['かて'],,,,,
糉,15,,,,,['Dumpling Made Of Glutinous Rice'],['そう'],['ちまき'],,,,,
糍,15,,,,,['Food Made Of Crushed And Cooked Rice'],['し'],[],,,,,
糏,16,,,,,['Rice Grits Left After Hulling'],"['せつ', 'せち', 'そつ', 'そち']",['こごめ'],,,,,
糓,16,,,,,"['Grain', 'Corn']",['こく'],[],,,,,
糔,16,,,,,['Juice'],"['しゅう', 'しゅ', 'そう']",['しる'],,,,,
糕,16,,,,,"['Cakes', 'Pastry']",['こう'],['こなもち'],,,,,
糗,16,,,,,"['Parched Wheat Or Rice', 'Broken Grain']","['きゅう', 'く', 'しょう']",['いりごめ'],,,,,
糙,17,,,,,"['Coarse', 'Harsh', 'Rough', 'Unpolished Rice']",['そう'],['くろごめ'],,,,,
糚,17,,,,,[],"['そう', 'しょう']",['よそう'],,,,,
糝,17,,,,,"['Scattered (grains Of Rice)', 'Mixed']","['さん', 'しん']",['こながき'],,,,,
糦,17,,,,,[],"['し', 'き']","['さけさかな', 'む.す']",,,,,
糩,19,,,,,[],"['かい', 'け']",['ぬか'],,,,,
糫,19,,,,,[],"['かい', 'げん', 'かん']","['もち', 'おこし']",,,,,
糵,23,,,,,"['Fermenting Grain', 'Grain Which Has Sprouted', 'Yeast']",['げつ'],[],,,,,
紃,9,,,,,['Cord'],"['しゅん', 'せん']",['ひも'],,,,,
紇,9,,,,,"['Inferior Silk', 'Tassel', 'Fringe']","['こつ', 'ごち', 'けつ', 'げち']",[],,,,,
紈,9,,,,,"['White Silk', 'Fine Silk', 'Gauze']",['かん'],"['しろぎぬ', 'むすぶ', 'かさ.なる']",,,,,
紉,9,,,,,"['Thread Needle', 'Sew Stitch', 'String']","['じん', 'にん', 'きん', 'こん']",['なわ'],,,,,
紏,10,,,,,[],"['とう', 'つ']",['つ.げる'],,,,,
紑,10,,,,,['Fresh'],"['ふう', 'ふ', 'はい']",['あざ.やか'],,,,,
紒,10,,,,,[],"['けい', 'けつ', 'けち', 'かい']","['ゆう', 'むす.ぶ']",,,,,
紓,10,,,,,"['Loosen', 'Relax', 'Relieve', 'Extricate']",['しょ'],['ゆる.い'],,,,,
紖,10,,,,,['Rope For Leading Cattle Or Horses'],"['ちん', 'じん', 'いん']",[],,,,,
紝,10,,,,,"['Weave', 'Lay Warp']","['じん', 'にん']",['はたいと'],,,,,
紞,10,,,,,['Fringe'],"['たん', 'とん']",['ひも'],,,,,
紣,10,,,,,[],"['さい', 'すい', 'しゅつ', 'しゅち']",[],,,,,
紦,10,,,,,[],['は'],['きぬ'],,,,,
紪,11,,,,,[],"['せい', 'さい']",['きぬのあや'],,,,,
紭,11,,,,,[],"['こう', 'ぎょう']","['あみのつな', 'か.かる']",,,,,
紱,11,,,,,['Ribbon Or Cord Used Attach Ornaments'],"['ふつ', 'ふち']",['ひも'],,,,,
紼,11,,,,,"['Large Rope', 'Rope Attached To Bier']","['ふつ', 'ふち', 'ひ']",['つな'],,,,,
紽,11,,,,,['Strand Of Silk'],['た'],[],,,,,
紾,11,,,,,"['Turns', 'Twists', 'Switch']","['しん', 'てん']",['もと.る'],,,,,
絀,11,,,,,"['Sew', 'Stitch', 'Insufficient']","['ちゅつ', 'ちゅち']",['あか.い'],,,,,
絁,11,,,,,"['Rough', 'Indelicate Silk']",['し'],['つむぎ'],,,,,
絇,11,,,,,[],['く'],['くつかざり'],,,,,
絈,11,,,,,[],"['ばつ', 'めち', 'は', 'へ', 'はく', 'みゃく', 'みゅく']",['つつ.む'],,,,,
絍,12,,,,,"['To Lay The Warp', 'To Weave']","['じん', 'にん']",['はたいと'],,,,,
絑,12,,,,,[],"['しゅ', 'ちゅ']",[],,,,,
絓,12,,,,,"['Catch On Something', 'Obstructed', 'Hindered']","['かい', 'げ', 'か', 'わ']","['か.かる', 'つむぎ']",,,,,
絗,12,,,,,[],"['こつ', 'ごち']",['いとがめぐ.る'],,,,,
絙,12,,,,,[],"['かん', 'こう']",['くみひも'],,,,,
絚,12,,,,,['Rope'],['こう'],[],,,,,
絜,12,,,,,"['Marking Line', 'Ascertain', 'Assess', 'Measure']","['けつ', 'けち', 'けい', 'かつ']","['あさ', 'たば', 'きよ.い']",,,,,
絝,12,,,,,"['Trousers', 'Breeches Leggings', 'Drawers']","['こ', 'く']","['はかま', 'ずぼん']",,,,,
絥,12,,,,,"['To Harness A Horse', 'A Board In Front Of A Carriage For The Driver To Lean On']","['ふく', 'ひ']",[],,,,,
絧,12,,,,,[],"['とう', 'ず']",['ぬの'],,,,,
絪,12,,,,,"['Matting', 'Coverlet', 'Cloudy']",['いん'],[],,,,,
絰,12,,,,,['White Hempen Cloth Worn By Mourn'],"['てつ', 'でち']",[],,,,,
絸,13,,,,,[],['けん'],"['まゆ', 'きぬ']",,,,,
絺,13,,,,,"['Fine Linen', 'Fine Hemp Fiber']",['ち'],['ほそぬの'],,,,,
絻,13,,,,,['Mourning'],"['ぶん', 'もん', 'べん', 'めん', 'ばん', 'まん']",['もふく'],,,,,
絿,13,,,,,['Urgent'],"['きゅう', 'く']",['きび.しい'],,,,,
綁,13,,,,,"['Bind', 'Tie', 'Fasten']",['ほう'],['しばる'],,,,,
綂,13,,,,,[],['とう'],"['すべ.て', 'ほび.る']",,,,,
綃,13,,,,,['Raw Silk Fabric'],"['しょう', 'そう']",['きいと'],,,,,
綅,13,,,,,['Thread'],"['しん', 'せん']",['いと'],,,,,
綆,13,,,,,['Well Rope'],"['こう', 'きょう', 'へい', 'ひょい', 'はん']",['つるべなわ'],,,,,
綈,13,,,,,"['Coarse Pongee', 'Kind Of Heavy Silk']","['てい', 'たい']",['つむぎ'],,,,,
綋,13,,,,,[],['こう'],"['おおづな', 'つな', 'つな.ぐ']",,,,,
綌,13,,,,,['Cloth'],"['けき', 'きゃく']",['くずぬの'],,,,,
綍,13,,,,,['Rope'],"['ふつ', 'ふち', 'ひ']",['ひつぎなわ'],,,,,
綑,13,,,,,"['Coil', 'Roll', 'Bundle', 'Tie Up']",['こん'],['お.る'],,,,,
綖,13,,,,,['The Hanging Flap In Front Of Hat'],"['えん', 'せん']",[],,,,,
綗,13,,,,,[],['けい'],['ひ.く'],,,,,
綝,14,,,,,[],"['ちん', 'りん', 'しん']",['と.める'],,,,,
綞,14,,,,,[],['た'],['あや'],,,,,
綦,14,,,,,"['Dark Grey', 'Variegated', 'Superlative']",['き'],['あやぎぬ'],,,,,
綧,14,,,,,[],['しゅん'],['みだ.れる'],,,,,
綪,14,,,,,['Dark Red'],"['せん', 'せい', 'しょう', 'そう']",[],,,,,
綳,14,,,,,"['Cloth To Carry An Infant On The Back', 'To Tie', 'To Bind']","['ほう', 'ひょう']","['ま.く', 'たば.ねる']",,,,,
綶,14,,,,,[],"['か', 'くわ']",['まとう'],,,,,
綷,14,,,,,[],"['さい', 'すい', 'しゅつ', 'しゅち']",[],,,,,
綹,14,,,,,"['Skein', 'Tuft', 'Lock', 'Wrinkle']","['りゅう', 'る']",['いと'],,,,,
緂,14,,,,,[],"['たん', 'せん', 'さん']",['あざ.やか'],,,,,
緃,14,,,,,[],"['しょう', 'しゅ']",['いろぎぬ'],,,,,
緄,14,,,,,"['Cord', 'Woven Belt', 'Hem', 'Hemming']",['こん'],['おび'],,,,,
緅,14,,,,,['Silk Of Purplish Color'],"['しゅう', 'しゅ', 'そう', 'す']",[],,,,,
緆,14,,,,,[],"['せき', 'しゃく', 'い']",['ほそぬの'],,,,,
緌,14,,,,,['Tassels Hanging From Hat'],"['ずい', 'に']",['かんむりのひも'],,,,,
緍,14,,,,,['Paper String'],"['びん', 'こん', 'みん']","['さし', 'つりいと', 'なわ', 'ぜにさし']",,,,,
緎,14,,,,,['Seam'],"['よく', 'いき', 'きょく', 'こく', 'いく']",['ぬいかがり'],,,,,
緗,15,,,,,['Light-yellow Color'],"['しょう', 'そう']",['あさぎ'],,,,,
緙,15,,,,,['The Woof Of A Woven Item'],"['かく', 'きゃく']",['ぬ.う'],,,,,
縀,15,,,,,[],"['か', 'げ']",['くつ'],,,,,
緢,15,,,,,[],"['ぼう', 'みょう', 'びょう']",[],,,,,
緥,15,,,,,['Swaddling'],"['ほ', 'ほう']",['むつき'],,,,,
緦,15,,,,,['Coarse Cotton Cloth Used For Mourning'],['し'],['ぬの'],,,,,
緪,15,,,,,['Rope'],['こう'],[],,,,,
緫,15,,,,,[],['そう'],"['す.べる', 'すべ.て', 'ふさ']",,,,,
緭,15,,,,,[],"['い', 'き']","['きぬ', 'うちひも', 'ひも']",,,,,
緱,15,,,,,['Cord Binding On Hilt Of Sword'],"['こう', 'く']",['つか'],,,,,
緵,15,,,,,['Net'],"['そう', 'す']",['いと'],,,,,
緶,15,,,,,"['Hem', 'Plait', 'Braid', 'Queue']",['へん'],['と.る'],,,,,
緹,15,,,,,"['Reddish Color', 'Red', 'Brown']","['てい', 'たい']",['あかぎぬ'],,,,,
緺,15,,,,,[],"['かい', 'け', 'か', 'ら']",[],,,,,
縈,16,,,,,"['Entangle', 'Entwine', 'Coil']","['えい', 'よう']",['めぐ.る'],,,,,
縐,16,,,,,"['Crepe', 'Crape', 'Wrinkles', 'Creases']","['しゅう', 'しゅ', 'す', 'しゅく']",['ちぢみ'],,,,,
縑,16,,,,,['Fine Silk'],['けん'],['きぬ'],,,,,
縕,16,,,,,"['Old Cotton', 'Tangled Hemp', 'Raveled Silk', 'Vague', 'Confused']","['うん', 'おん']",['ふる.い'],,,,,
縗,16,,,,,['Sackcloth Worn On Breast'],"['さい', 'すい', 'さ']",[],,,,,
縜,16,,,,,[],"['いん', 'うん']",['ほそひも'],,,,,
縝,16,,,,,"['Detailed', 'Fine', 'Closely Woven']","['しん', 'ちん']",['あさいと'],,,,,
縠,16,,,,,['Crepe'],['こく'],"['もじり', 'ちりめん']",,,,,
縧,17,,,,,[],"['じゅう', 'じょう', 'とう']",['さなだ'],,,,,
縨,17,,,,,[],['こう'],"['ほろ', 'とばり']",,,,,
縬,17,,,,,[],['しゅく'],"['ちぢ.む', 'ちぢみあや', 'きぬのあや']",,,,,
縭,17,,,,,"['Bridal Veil', 'To Tie', 'To Bind']","['り', 'ち']",['かぎ.る'],,,,,
縯,17,,,,,['Long'],"['えん', 'いん']",['なが.い'],,,,,
縳,17,,,,,['Wrap'],"['てん', 'せん', 'けん']",['しろぎぬ'],,,,,
縶,17,,,,,"['Confine', 'Tie Up', 'Imprison', 'Shack']","['ちゅう', 'しょう']",['つな.ぐ'],,,,,
縿,17,,,,,['Streamer'],"['さん', 'せん', 'しょう', 'そう']",['はたあし'],,,,,
繄,17,,,,,"['Be', 'Particle', 'Sigh', 'Alas']","['えい', 'い']",['ほこぶくろ'],,,,,
繅,17,,,,,"['Draw', 'Reel Silk From Cocoons', 'Elegant Compositions']",['そう'],['くる'],,,,,
繇,17,,,,,"['Reason', 'Cause']","['よう', 'ゆう', 'ゆ', 'ちゅう', 'じゅ']",['したが.う'],,,,,
繎,18,,,,,[],"['びん', 'ねん']","['もつ.れる', 'いとのもつれ', 'くれない']",,,,,
繐,18,,,,,['Fine Cloth'],"['けい', 'え', 'せい', 'さい']",[],,,,,
繒,18,,,,,"['Silk Fabrics', 'Surname']","['しょう', 'そう']",['きぬ'],,,,,
繘,18,,,,,['Rope'],"['きつ', 'いつ', 'いち', 'きち']",['つるべなわ'],,,,,
繟,18,,,,,[],"['せん', 'たん']",['ゆる.い'],,,,,
繡,18,9.0,,,,"['Embroider', 'Embroidery', 'Ornament']",['しゅう'],['ぬいとり'],,,,,
繢,18,,,,,"['Draw', 'Sketch', 'Paint']","['かい', 'こつ', 'ごち', 'き']",['おりあまり'],,,,,
繥,18,,,,,[],['き'],"['わら.う', 'たの.しむ']",,,,,
繫,19,9.0,,,,"['Attach', 'Connect', 'Unite', 'Fasten']",['けい'],"['つな.ぐ', 'かか.る', 'か.ける']",,,,,
繮,19,,,,,"['Reins', 'Bridle']","['きょう', 'こう']",['たづな'],,,,,
繯,19,,,,,"['Noose', 'Hang Death', 'Tie', 'Bind']","['けん', 'かん']",['から.む'],,,,,
繳,19,,,,,"['Deliver', 'Submit', 'Hand Over']","['しゃく', 'きょう', 'かく', 'ぎゃく']",['かえ.す'],,,,,
繸,19,,,,,"['Hem Or Border Of A Garment', 'Tassel']",['すい'],['ひも'],,,,,
繾,21,,,,,"['Attached To', 'Inseparable', 'Entangled']","['けん', 'てん', 'きん']",['てあつい'],,,,,
纁,20,,,,,"['Shade Of Red', 'Light Red']",['くん'],['うすいあかいろ'],,,,,
纆,21,,,,,['Cord'],"['ぼく', 'もく']",['なわ'],,,,,
纇,21,,,,,"['Knot', 'Blemish', 'Flaw', 'Wicked']",['らい'],['ふしいと'],,,,,
